Id,MSSubClass,Zoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,Bsmt,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CeNotralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
2,20,Residential Low Density,80,9600,Pave,NA,Reg,Lvl,All Public Utilities,FR2,Gtl,Veenker,Feedr,Norm,Single-Family Detached,1Story,6,8,1976,1976,Gable,CompShg,Metal Siding,Metal Siding,None,0,TA,TA,CBlock,Has Basement,Gd,TA,Gd,ALQ,978,Unf,0,284,1262,GasA,Ex,Yes,SBrkr,1262,0,0,1262,0,1,2,0,3,1,TA,6,Typ,1,TA,Attached to House,1976,RFn,2,460,TA,TA,Y,298,0,0,0,0,0,NA,NA,NA,0,5,2007,WD,Normal,181500
1137,50,Residential Low Density,80,9600,Pave,NA,Reg,Lvl,All Public Utilities,Inside,Gtl,North Ames,Norm,Norm,Single-Family Detached,1.5 Stories,6,5,1950,1950,Gable,CompShg,Vinyl Siding,Vinyl Siding,None,0,TA,TA,CBlock,Has Basement,TA,TA,No,BLQ,280,Unf,0,752,1032,GasA,TA,Yes,FuseA,1032,220,0,1252,0,0,1,0,3,1,TA,6,Typ,0,NA,Attached to House,1950,Unf,1,288,TA,TA,Y,0,0,96,0,0,0,NA,NA,NA,0,4,2008,WD,Abnorml,119000
486,20,Residential Low Density,80,9600,Pave,NA,Reg,Lvl,All Public Utilities,Inside,Gtl,North Ames,Norm,Norm,Single-Family Detached,1Story,5,7,1950,2007,Gable,CompShg,Metal Siding,Metal Siding,None,0,Gd,TA,CBlock,Has Basement,TA,TA,No,ALQ,607,Unf,0,506,1113,GasA,Gd,Yes,SBrkr,1113,0,0,1113,0,0,1,0,3,1,Gd,5,Typ,1,Gd,Attached to House,1950,Unf,1,264,TA,TA,Y,0,80,120,0,0,0,NA,NA,NA,0,7,2009,WD,Normal,147000
156,50,Residential Low Density,60,9600,Pave,NA,Reg,Lvl,All Public Utilities,Corner,Gtl,Edwards,Artery,Norm,Single-Family Detached,1.5 Stories,6,5,1924,1950,Gable,CompShg,Wood Siding,Wood Siding,None,0,TA,TA,BrkTil,Has Basement,TA,TA,No,Unf,0,Unf,0,572,572,Grav,Fa,No,FuseF,572,524,0,1096,0,0,1,0,2,1,TA,5,Typ,0,NA,None,NA,NA,0,0,NA,NA,N,0,8,128,0,0,0,NA,NA,NA,0,4,2008,WD,Normal,79000
836,20,Residential Low Density,60,9600,Pave,NA,Reg,Lvl,All Public Utilities,Inside,Gtl,Sawyer,Norm,Norm,Single-Family Detached,1Story,4,7,1950,1995,Gable,CompShg,Vinyl Siding,Hard Board,None,0,TA,TA,CBlock,Has Basement,Gd,TA,No,BLQ,442,Unf,0,625,1067,GasA,TA,Yes,SBrkr,1067,0,0,1067,0,0,2,0,2,1,Gd,4,Min2,0,NA,Attached to House,1996,Unf,2,436,TA,TA,Y,290,0,0,0,0,0,NA,NA,NA,0,2,2010,WD,Normal,128000
1262,20,Residential Low Density,80,9600,Pave,NA,Reg,Lvl,All Public Utilities,Inside,Gtl,North Ames,Norm,Norm,Single-Family Detached,1Story,5,6,1956,1956,Hip,CompShg,Metal Siding,Metal Siding,None,0,TA,TA,CBlock,Has Basement,TA,TA,No,Rec,504,Unf,0,546,1050,GasA,Gd,Yes,SBrkr,1050,0,0,1050,0,0,1,0,2,1,TA,5,Typ,0,NA,Attached to House,1956,Unf,1,338,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,6,2009,WD,Normal,128900
510,20,Residential Low Density,80,9600,Pave,NA,Reg,Lvl,All Public Utilities,Corner,Gtl,North Ames,Norm,Norm,Single-Family Detached,1Story,5,6,1959,1959,Gable,CompShg,Metal Siding,Metal Siding,BrkFace,132,TA,TA,CBlock,Has Basement,TA,TA,No,ALQ,991,Unf,0,50,1041,GasA,Ex,Yes,SBrkr,1041,0,0,1041,1,0,1,0,3,1,TA,6,Typ,0,NA,Attached to House,1959,RFn,1,270,TA,TA,Y,224,88,0,0,0,0,NA,MnPrv,NA,0,7,2009,WD,Normal,124500
1070,45,Residential Low Density,60,9600,Pave,NA,Reg,Lvl,All Public Utilities,Inside,Gtl,North Ames,Norm,Norm,Single-Family Detached,1.5 Stories,5,7,1949,2003,Gable,CompShg,Metal Siding,Metal Siding,None,0,TA,TA,CBlock,Has Basement,TA,TA,No,ALQ,220,Unf,0,625,845,GasA,TA,Yes,SBrkr,893,0,0,893,0,1,1,0,2,1,Gd,4,Typ,0,NA,Detached,1985,Unf,2,576,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,5,2007,WD,Normal,135000
66,60,Residential Low Density,76,9591,Pave,NA,Reg,Lvl,All Public Utilities,Inside,Gtl,Northridge Heights,Norm,Norm,Single-Family Detached,2 Story,8,5,2004,2005,Gable,CompShg,Vinyl Siding,Vinyl Siding,BrkFace,344,Gd,TA,PConc,Has Basement,Ex,TA,Av,Unf,0,Unf,0,1143,1143,GasA,Ex,Yes,SBrkr,1143,1330,0,2473,0,0,2,1,4,1,Gd,9,Typ,1,Gd,BuiltIn,2004,RFn,3,852,TA,TA,Y,192,151,0,0,0,0,NA,NA,NA,0,10,2007,WD,Normal,317000
200,20,Residential Low Density,76,9591,Pave,NA,Reg,Lvl,All Public Utilities,Inside,Gtl,Northridge Heights,Norm,Norm,Single-Family Detached,1Story,8,5,2004,2005,Hip,CompShg,Vinyl Siding,Vinyl Siding,BrkFace,262,Gd,TA,PConc,Has Basement,Ex,TA,Av,GLQ,1088,Unf,0,625,1713,GasA,Ex,Yes,SBrkr,1713,0,0,1713,1,0,2,0,3,1,Ex,7,Typ,1,Gd,Attached to House,2004,Fin,3,856,TA,TA,Y,0,26,0,0,170,0,NA,NA,NA,0,1,2009,WD,Normal,274900
732,80,Residential Low Density,73,9590,Pave,NA,IR1,Lvl,All Public Utilities,Corner,Gtl,Timberland,Norm,Norm,Single-Family Detached,Split Level,7,5,2003,2003,Gable,CompShg,Vinyl Siding,Vinyl Siding,BrkFace,442,Gd,TA,PConc,Has Basement,Ex,TA,Av,GLQ,786,Unf,0,82,868,GasA,Ex,Yes,SBrkr,1146,0,0,1146,1,0,2,0,3,1,Gd,6,Typ,1,Gd,Attached to House,2003,Fin,2,438,TA,TA,Y,160,22,0,0,0,0,NA,NA,NA,0,5,2007,WD,Normal,187500
262,60,Residential Low Density,69,9588,Pave,NA,IR1,Lvl,All Public Utilities,Inside,Gtl,College Creek,Norm,Norm,Single-Family Detached,2 Story,8,5,2007,2007,Gable,CompShg,Cement Board,CmentBd,Stone,270,Gd,TA,PConc,Has Basement,Ex,TA,No,Unf,0,Unf,0,1482,1482,GasA,Ex,Yes,SBrkr,1482,1092,0,2574,0,0,2,1,3,1,Ex,10,Typ,1,Gd,BuiltIn,2007,Fin,3,868,TA,TA,Y,0,148,0,0,0,0,NA,NA,NA,0,11,2007,New,Partial,276000
1259,80,Residential Low Density,59,9587,Pave,NA,IR1,Lvl,All Public Utilities,Inside,Gtl,Gilbert,Norm,Norm,Single-Family Detached,Split Level,7,5,2005,2005,Gable,CompShg,Vinyl Siding,Vinyl Siding,Stone,182,Gd,TA,PConc,Has Basement,Gd,TA,Gd,GLQ,655,Unf,0,201,856,GasA,Ex,Yes,SBrkr,1166,0,0,1166,1,0,2,0,2,1,Gd,5,Typ,0,NA,Attached to House,2005,Fin,2,400,TA,TA,Y,212,0,0,0,0,0,NA,NA,NA,0,7,2008,WD,Normal,190000
1313,60,Residential Low Density,NA,9572,Pave,NA,IR1,Lvl,All Public Utilities,Inside,Gtl,North Ridge,Norm,Norm,Single-Family Detached,2 Story,8,5,1990,1990,Gable,CompShg,Wood Siding,Wood Siding,BrkFace,336,Gd,TA,PConc,Has Basement,Ex,TA,No,GLQ,482,Unf,0,971,1453,GasA,Ex,Yes,SBrkr,1453,1357,0,2810,0,0,2,1,4,1,Gd,9,Typ,1,Ex,Attached to House,1990,RFn,2,750,Gd,Gd,Y,500,0,0,0,0,0,NA,NA,NA,0,6,2007,WD,Normal,302000
411,20,Residential Low Density,68,9571,Pave,NA,Reg,Lvl,All Public Utilities,Inside,Gtl,Edwards,Norm,Norm,Single-Family Detached,1Story,5,3,1958,1958,Gable,CompShg,Brick Common,Brk Cmn,None,0,TA,Fa,CBlock,Has Basement,TA,Fa,No,Unf,0,Unf,0,1276,1276,GasA,TA,Yes,FuseA,1276,0,0,1276,0,0,1,0,3,1,TA,5,Mod,0,NA,Attached to House,1958,Unf,1,350,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,6,2009,COD,Abnorml,60000
396,20,Residential Low Density,68,9571,Pave,NA,Reg,Lvl,All Public Utilities,Inside,Gtl,Edwards,Norm,Norm,Single-Family Detached,1Story,5,6,1956,1956,Gable,CompShg,Wood Siding,Wood Siding,None,0,TA,TA,CBlock,Has Basement,TA,TA,Av,BLQ,739,Unf,0,405,1144,GasA,TA,Yes,SBrkr,1144,0,0,1144,1,0,1,0,3,1,TA,6,Typ,0,NA,Attached to House,1956,Unf,1,596,TA,TA,Y,44,0,0,0,0,0,NA,NA,NA,0,6,2010,WD,Normal,129000
1340,20,Residential Low Density,120,9560,Pave,NA,IR1,Lvl,All Public Utilities,Corner,Gtl,College Creek,Norm,Norm,Single-Family Detached,1Story,5,7,1972,1972,Hip,CompShg,Metal Siding,Metal Siding,None,0,TA,Gd,CBlock,Has Basement,TA,TA,Mn,Rec,360,Unf,0,504,864,GasA,Ex,Yes,SBrkr,864,0,0,864,0,0,1,0,3,1,TA,5,Typ,0,NA,Attached to House,1972,RFn,1,288,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,6,2006,WD,Normal,128500
507,60,Residential Low Density,80,9554,Pave,NA,IR1,Lvl,All Public Utilities,Inside,Gtl,Sayer West,Norm,Norm,Single-Family Detached,2 Story,8,5,1993,1994,Gable,CompShg,Vinyl Siding,Vinyl Siding,BrkFace,125,Gd,TA,PConc,Has Basement,Gd,TA,No,GLQ,380,Unf,0,397,777,GasA,Ex,Yes,SBrkr,1065,846,0,1911,0,0,2,1,3,1,Gd,8,Typ,1,TA,Attached to House,1993,RFn,2,471,TA,TA,Y,182,81,0,0,0,0,NA,NA,NA,0,9,2006,WD,Normal,215000
4,70,Residential Low Density,60,9550,Pave,NA,IR1,Lvl,All Public Utilities,Corner,Gtl,Crawford,Norm,Norm,Single-Family Detached,2 Story,7,5,1915,1970,Gable,CompShg,Wood Siding,Wd Shng,None,0,TA,TA,BrkTil,Has Basement,TA,Gd,No,ALQ,216,Unf,0,540,756,GasA,Gd,Yes,SBrkr,961,756,0,1717,1,0,1,0,3,1,Gd,7,Typ,1,Gd,Detached,1998,Unf,3,642,TA,TA,Y,0,35,272,0,0,0,NA,NA,NA,0,2,2006,WD,Abnorml,140000
765,120,Residential Low Density,30,9549,Pave,NA,IR1,Lvl,All Public Utilities,CulDSac,Gtl,Veenker,Norm,Norm,Townhouse End Unit,1Story,8,5,1995,1996,Hip,CompShg,Brick Face,Brick Face,None,0,Gd,Gd,PConc,Has Basement,Gd,Gd,Av,LwQ,437,GLQ,1057,0,1494,GasA,Ex,Yes,SBrkr,1494,0,0,1494,1,0,1,1,2,1,Ex,6,Typ,1,Gd,Attached to House,1995,Fin,2,481,TA,TA,Y,0,30,0,0,216,0,NA,NA,NA,0,4,2006,WD,Normal,270000
833,60,Residential Low Density,44,9548,Pave,NA,IR1,Lvl,All Public Utilities,CulDSac,Gtl,College Creek,Norm,Norm,Single-Family Detached,2 Story,7,6,2003,2003,Gable,CompShg,Vinyl Siding,Vinyl Siding,BrkFace,223,Gd,TA,PConc,Has Basement,Gd,TA,No,GLQ,483,Unf,0,458,941,GasA,Ex,Yes,SBrkr,941,888,0,1829,1,0,2,1,3,1,Gd,7,Typ,1,TA,Attached to House,2003,RFn,2,613,TA,TA,Y,192,39,0,0,0,0,NA,NA,NA,0,1,2010,WD,Normal,237000
1166,20,Residential Low Density,79,9541,Pave,NA,IR1,Lvl,All Public Utilities,Inside,Gtl,Northridge Heights,Norm,Norm,Single-Family Detached,1Story,7,5,2009,2009,Gable,CompShg,Vinyl Siding,Vinyl Siding,Stone,268,Gd,TA,PConc,Has Basement,Gd,TA,No,Unf,0,Unf,0,1502,1502,GasA,Ex,Yes,SBrkr,1502,0,0,1502,0,0,2,0,3,1,Gd,7,Typ,0,NA,Attached to House,2009,RFn,2,644,TA,TA,Y,0,114,0,0,0,0,NA,NA,NA,0,9,2009,New,Partial,233170
519,60,Residential Low Density,NA,9531,Pave,NA,IR1,Lvl,All Public Utilities,CulDSac,Gtl,College Creek,Norm,Norm,Single-Family Detached,2 Story,6,5,1998,1998,Gable,CompShg,Vinyl Siding,Vinyl Siding,None,0,TA,TA,PConc,Has Basement,Gd,TA,Mn,GLQ,706,Unf,0,88,794,GasA,Ex,Yes,SBrkr,882,914,0,1796,1,0,2,1,3,1,TA,7,Typ,0,NA,Attached to House,1998,RFn,2,546,TA,TA,Y,0,36,0,0,0,0,NA,MnPrv,NA,0,5,2007,WD,Normal,211000
839,20,Residential Low Density,75,9525,Pave,NA,Reg,Lvl,All Public Utilities,Inside,Gtl,College Creek,Norm,Norm,Single-Family Detached,1Story,5,6,1995,2006,Gable,CompShg,Vinyl Siding,Vinyl Siding,None,0,TA,TA,PConc,Has Basement,Gd,TA,No,Unf,0,Unf,0,1099,1099,GasA,Ex,Yes,SBrkr,1099,0,0,1099,0,0,1,1,3,1,Gd,6,Typ,0,NA,Attached to House,1999,Unf,1,352,TA,TA,Y,278,0,0,0,0,0,NA,NA,NA,0,6,2008,WD,Normal,144000
111,50,Residential Low Density,75,9525,Pave,NA,Reg,Lvl,All Public Utilities,Inside,Gtl,Edwards,Norm,Norm,Single-Family Detached,1.5 Stories,6,4,1954,1972,Gable,CompShg,Wood Siding,Wood Siding,None,0,TA,TA,CBlock,Has Basement,TA,Fa,No,Rec,444,Unf,0,550,994,GasA,Gd,Yes,SBrkr,1216,639,0,1855,0,0,2,0,4,1,TA,7,Typ,0,NA,Attached to House,1954,Unf,1,325,TA,TA,Y,182,0,0,0,0,0,NA,NA,NA,0,10,2006,WD,Normal,136900
1028,20,Residential Low Density,71,9520,Pave,NA,IR1,HLS,All Public Utilities,Inside,Gtl,Timberland,Norm,Norm,Single-Family Detached,1Story,8,5,2007,2008,Gable,CompShg,Vinyl Siding,Vinyl Siding,Stone,338,Gd,TA,PConc,Has Basement,Gd,TA,Gd,GLQ,1513,Unf,0,125,1638,GasA,Ex,Yes,SBrkr,1646,0,0,1646,1,0,2,0,3,1,Gd,7,Typ,1,Gd,Attached to House,2008,RFn,3,800,TA,TA,Y,192,44,0,0,0,0,NA,NA,NA,0,4,2008,New,Partial,293077
148,60,Residential Low Density,NA,9505,Pave,NA,IR1,Lvl,All Public Utilities,CulDSac,Gtl,Gilbert,Norm,Norm,Single-Family Detached,2 Story,7,5,2001,2001,Gable,CompShg,Vinyl Siding,Vinyl Siding,BrkFace,180,Gd,TA,PConc,Has Basement,Gd,TA,No,Unf,0,Unf,0,884,884,GasA,Ex,Yes,SBrkr,884,1151,0,2035,0,0,2,1,3,1,Gd,8,Typ,1,Gd,BuiltIn,2001,Fin,2,434,TA,TA,Y,144,48,0,0,0,0,NA,NA,NA,0,5,2010,WD,Normal,222500
1425,20,Residential Low Density,NA,9503,Pave,NA,Reg,Lvl,All Public Utilities,Inside,Gtl,North Ames,Norm,Norm,Single-Family Detached,1Story,5,5,1958,1983,Hip,CompShg,Hard Board,Hard Board,None,0,TA,TA,CBlock,Has Basement,TA,TA,No,ALQ,457,Rec,374,193,1024,GasA,TA,Yes,SBrkr,1344,0,0,1344,1,0,1,0,2,1,TA,6,Min1,1,TA,Detached,1970,Unf,1,484,TA,TA,Y,316,28,0,0,0,0,NA,GdWo,NA,0,6,2007,WD,Normal,144000
1053,60,Residential Low Density,100,9500,Pave,NA,Reg,Lvl,All Public Utilities,Corner,Gtl,North Ames,Artery,Norm,Single-Family Detached,2 Story,6,6,1964,1978,Gable,CompShg,Vinyl Siding,Vinyl Siding,BrkCmn,272,TA,TA,CBlock,Has Basement,TA,TA,No,Rec,442,Unf,0,374,816,GasA,TA,Yes,SBrkr,1127,850,0,1977,0,1,1,1,4,1,TA,9,Typ,1,TA,Attached to House,1964,RFn,2,540,TA,TA,Y,0,52,0,0,0,0,NA,GdPrv,NA,0,6,2007,WD,Normal,165000
367,20,Residential Low Density,NA,9500,Pave,NA,IR1,Lvl,All Public Utilities,Inside,Gtl,North Ames,Norm,Norm,Single-Family Detached,1Story,6,5,1963,1963,Gable,CompShg,Plywood,Plywood,BrkFace,247,TA,TA,CBlock,Has Basement,Gd,TA,No,BLQ,609,Unf,0,785,1394,GasA,Gd,Yes,SBrkr,1394,0,0,1394,1,0,1,1,3,1,TA,6,Typ,2,Gd,Attached to House,1963,RFn,2,514,TA,TA,Y,0,76,0,0,185,0,NA,NA,NA,0,7,2009,WD,Normal,159000
1029,50,Residential Low Density,79,9492,Pave,NA,Reg,Lvl,All Public Utilities,Inside,Gtl,North Ames,Artery,Norm,Single-Family Detached,1.5 Stories,5,5,1941,1950,Gable,CompShg,Wood Shingles,Wd Shng,None,0,TA,TA,CBlock,Has Basement,TA,TA,No,Rec,368,BLQ,41,359,768,GasA,TA,Yes,SBrkr,968,408,0,1376,1,0,1,0,3,1,TA,6,Typ,1,Gd,Attached to House,1941,Unf,1,240,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,4,2007,WD,Normal,105000
492,50,Residential Low Density,79,9490,Pave,NA,Reg,Lvl,All Public Utilities,Inside,Gtl,North Ames,Artery,Norm,Single-Family Detached,1.5 Stories,6,7,1941,1950,Gable,CompShg,Wood Siding,Wood Siding,None,0,TA,TA,CBlock,Has Basement,TA,TA,No,BLQ,403,Rec,165,238,806,GasA,TA,Yes,FuseA,958,620,0,1578,1,0,1,0,3,1,Fa,5,Typ,2,TA,Attached to House,1941,Unf,1,240,TA,TA,Y,0,0,32,0,0,0,NA,MnPrv,NA,0,8,2006,WD,Normal,133000
468,70,Residential Low Density,79,9480,Pave,NA,Reg,Lvl,All Public Utilities,Inside,Gtl,North Ames,Artery,Norm,Single-Family Detached,2 Story,5,7,1942,1995,Gable,CompShg,Metal Siding,Metal Siding,Stone,224,TA,TA,CBlock,Has Basement,TA,TA,No,LwQ,386,Unf,0,342,728,GasA,Ex,Yes,SBrkr,888,756,0,1644,0,0,1,1,3,1,Gd,7,Typ,2,Gd,Attached to House,1942,Unf,1,312,TA,TA,Y,168,0,0,0,0,0,NA,NA,NA,0,6,2007,WD,Normal,146500
1357,20,Residential Low Density,NA,9477,Pave,NA,Reg,Lvl,All Public Utilities,Corner,Gtl,North Ames,Norm,Norm,Single-Family Detached,1Story,5,5,1966,1966,Gable,CompShg,Hard Board,Hard Board,BrkFace,65,TA,TA,CBlock,Has Basement,TA,TA,No,Rec,340,Unf,0,524,864,GasA,TA,Yes,SBrkr,892,0,0,892,0,0,1,0,3,1,TA,5,Typ,0,NA,Attached to House,1966,RFn,1,264,TA,TA,Y,0,0,0,0,0,0,NA,GdWo,NA,0,10,2008,WD,Normal,110000
1279,60,Residential Low Density,75,9473,Pave,NA,Reg,Lvl,All Public Utilities,Inside,Gtl,College Creek,Norm,Norm,Single-Family Detached,2 Story,8,5,2002,2002,Gable,CompShg,Vinyl Siding,Vinyl Siding,NA,NA,Gd,TA,PConc,Has Basement,Gd,TA,No,GLQ,804,Unf,0,324,1128,GasA,Ex,Yes,SBrkr,1128,903,0,2031,1,0,2,1,3,1,Gd,7,Typ,1,Gd,Attached to House,2002,RFn,2,577,TA,TA,Y,0,211,0,0,0,0,NA,NA,NA,0,3,2008,WD,Normal,237000
123,20,Residential Low Density,75,9464,Pave,NA,Reg,Lvl,All Public Utilities,Corner,Gtl,North Ames,Norm,Norm,Single-Family Detached,1Story,6,7,1958,1958,Hip,CompShg,Metal Siding,Metal Siding,BrkFace,135,TA,Gd,CBlock,Has Basement,TA,TA,No,BLQ,570,Unf,0,510,1080,GasA,Gd,Yes,SBrkr,1080,0,0,1080,0,0,1,0,3,1,TA,5,Typ,0,NA,Attached to House,1958,Unf,1,288,TA,TA,Y,0,0,0,0,130,0,NA,NA,NA,0,6,2008,WD,Normal,136000
238,60,Residential Low Density,NA,9453,Pave,NA,IR1,Lvl,All Public Utilities,CulDSac,Gtl,Sayer West,RRNe,Norm,Single-Family Detached,2 Story,7,7,1993,2003,Gable,CompShg,Hard Board,Hard Board,None,0,Gd,TA,PConc,Has Basement,Gd,TA,No,BLQ,402,Unf,0,594,996,GasA,Ex,Yes,SBrkr,1014,730,0,1744,0,0,2,1,3,1,Gd,7,Typ,0,NA,Attached to House,1993,RFn,2,457,TA,TA,Y,370,70,0,238,0,0,NA,NA,NA,0,2,2010,WD,Normal,194500
991,60,Residential Low Density,82,9452,Pave,NA,Reg,Lvl,All Public Utilities,Inside,Gtl,North Ridge,Norm,Norm,Single-Family Detached,2 Story,8,5,1997,1998,Gable,CompShg,Vinyl Siding,Vinyl Siding,BrkFace,423,Gd,TA,PConc,Has Basement,Gd,TA,No,GLQ,1074,Unf,0,322,1396,GasA,Ex,Yes,SBrkr,1407,985,0,2392,1,0,2,1,3,1,Gd,7,Typ,1,TA,Attached to House,1997,Fin,3,870,TA,TA,Y,0,70,0,0,0,0,NA,NA,NA,0,6,2006,WD,Normal,348000
979,20,Residential Low Density,68,9450,Pave,NA,Reg,Bnk,All Public Utilities,Inside,Mod,Edwards,Norm,Norm,Single-Family Detached,1Story,4,5,1954,1954,Gable,CompShg,Metal Siding,Metal Siding,None,0,TA,TA,CBlock,Has Basement,TA,TA,No,LwQ,552,Unf,0,342,894,GasA,Ex,Yes,SBrkr,894,0,0,894,0,0,1,0,3,1,TA,5,Typ,0,NA,Detached,1999,Unf,2,400,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,5,2007,WD,Abnorml,110000
1023,50,Residential Medium Density,52,9439,Pave,NA,Reg,Lvl,All Public Utilities,Inside,Gtl,Old Town,Norm,Norm,Single-Family Detached,1.5 Stories,5,5,1930,1950,Gable,CompShg,Wood Siding,Wood Siding,None,0,TA,TA,CBlock,Has Basement,TA,TA,No,LwQ,324,Unf,0,588,912,GasA,Gd,Yes,FuseA,912,336,0,1248,0,0,1,0,2,1,TA,6,Typ,0,NA,Detached,1957,Unf,1,160,Fa,Fa,Y,0,0,192,0,0,0,NA,NA,NA,0,3,2007,WD,Normal,87000
764,60,Residential Low Density,82,9430,Pave,NA,Reg,Lvl,All Public Utilities,Inside,Gtl,North Ridge,Norm,Norm,Single-Family Detached,2 Story,8,5,1999,1999,Gable,CompShg,Vinyl Siding,Vinyl Siding,BrkFace,673,Gd,TA,PConc,Has Basement,Gd,TA,Mn,GLQ,1163,Unf,0,89,1252,GasA,Ex,Yes,SBrkr,1268,1097,0,2365,1,0,2,1,3,1,Gd,8,Typ,1,Gd,Attached to House,1999,RFn,3,856,TA,TA,Y,0,128,0,0,180,0,NA,NA,NA,0,7,2009,WD,Normal,337000
197,20,Residential Low Density,79,9416,Pave,NA,Reg,Lvl,All Public Utilities,Inside,Gtl,Somerset,Norm,Norm,Single-Family Detached,1Story,7,5,2007,2007,Hip,CompShg,Cement Board,CmentBd,Stone,205,Ex,TA,PConc,Has Basement,Ex,TA,No,GLQ,1126,Unf,0,600,1726,GasA,Ex,Yes,SBrkr,1726,0,0,1726,1,0,2,0,3,1,Ex,8,Typ,1,Gd,Attached to House,2007,Fin,3,786,TA,TA,Y,171,138,0,0,266,0,NA,NA,NA,0,9,2007,New,Partial,311872
1124,20,Residential Low Density,50,9405,Pave,NA,Reg,Lvl,All Public Utilities,Inside,Gtl,Edwards,Norm,Norm,Single-Family Detached,1Story,5,9,1947,2008,Hip,CompShg,Vinyl Siding,Vinyl Siding,None,0,TA,Ex,CBlock,Has Basement,TA,TA,No,Unf,0,Unf,0,698,698,GasA,Ex,Yes,SBrkr,698,0,0,698,0,1,1,0,2,1,TA,4,Typ,0,NA,None,NA,NA,0,0,NA,NA,Y,0,200,0,0,0,0,NA,NA,NA,0,6,2009,WD,Normal,118000
1284,90,Residential Low Density,94,9400,Pave,NA,Reg,Low,All Public Utilities,Corner,Gtl,Mitchel,Norm,Norm,Duplex,2 Story,6,5,1971,1971,Mansard,CompShg,Metal Siding,Wd Shng,None,0,TA,TA,CBlock,Has Basement,TA,TA,Av,Unf,0,Unf,0,912,912,GasA,TA,Yes,SBrkr,912,912,0,1824,0,0,2,2,4,2,TA,8,Typ,0,NA,None,NA,NA,0,0,NA,NA,Y,128,0,0,0,0,0,NA,NA,NA,0,4,2010,WD,Normal,139000
955,90,Residential Low Density,35,9400,Pave,NA,IR1,Lvl,All Public Utilities,CulDSac,Gtl,Edwards,Norm,Norm,Duplex,Split Foyer,6,5,1975,1975,Flat,Tar&Grv,Wood Shingles,Plywood,BrkFace,250,TA,TA,CBlock,Has Basement,Gd,Gd,Gd,GLQ,945,Unf,0,0,945,GasA,TA,Yes,SBrkr,980,0,0,980,0,2,2,0,4,0,TA,4,Typ,0,NA,None,NA,NA,0,0,NA,NA,Y,0,0,0,0,0,0,NA,NA,NA,0,10,2006,WD,AdjLand,127500
389,20,Residential Low Density,93,9382,Pave,NA,IR1,Lvl,All Public Utilities,CulDSac,Gtl,College Creek,Norm,Norm,Single-Family Detached,1Story,7,5,1999,2000,Gable,CompShg,Vinyl Siding,Vinyl Siding,BrkFace,125,Gd,TA,PConc,Has Basement,Gd,TA,No,Unf,0,Unf,0,1468,1468,GasA,Ex,Yes,SBrkr,1479,0,0,1479,0,0,2,0,3,1,Gd,6,Typ,0,NA,Attached to House,1999,RFn,2,577,TA,TA,Y,120,25,0,0,0,0,NA,NA,NA,0,7,2008,WD,Normal,191000
1343,60,Residential Low Density,NA,9375,Pave,NA,Reg,Lvl,All Public Utilities,Inside,Gtl,College Creek,Norm,Norm,Single-Family Detached,2 Story,8,5,2002,2002,Gable,CompShg,Vinyl Siding,Vinyl Siding,BrkFace,149,Gd,TA,PConc,Has Basement,Gd,TA,No,Unf,0,Unf,0,1284,1284,GasA,Ex,Yes,SBrkr,1284,885,0,2169,0,0,2,1,3,1,Gd,7,Typ,1,Gd,Attached to House,2002,RFn,2,647,TA,TA,Y,192,87,0,0,0,0,NA,NA,NA,0,8,2007,WD,Normal,228500
